ID,enhancer_id,Group,Pseudo-barcode
ARP.Control.Nguyen_neg_T03000001061#free16-1.763518,ARP.Control.Nguyen_neg_T03000001061,9,ARP.Control.Nguyen_neg_T03000001061_Group_9
ARP.Control.Nguyen_neg_T03000001061#free16-1.1015578,ARP.Control.Nguyen_neg_T03000001061,9,ARP.Control.Nguyen_neg_T03000001061_Group_9
ARP.Control.Nguyen_neg_T03000001061#free16-1.1230535,ARP.Control.Nguyen_neg_T03000001061,9,ARP.Control.Nguyen_neg_T03000001061_Group_9
ARP.Control.Nguyen_neg_T03000001061#free16-1.941218,ARP.Control.Nguyen_neg_T03000001061,8,ARP.Control.Nguyen_neg_T03000001061_Group_8
ARP.Control.Nguyen_neg_T03000001061#free16-1.1564502,ARP.Control.Nguyen_neg_T03000001061,8,ARP.Control.Nguyen_neg_T03000001061_Group_8
ARP.Control.Nguyen_neg_T03000001061#free16-1.761684,ARP.Control.Nguyen_neg_T03000001061,8,ARP.Control.Nguyen_neg_T03000001061_Group_8
ARP.Control.Nguyen_neg_T03000001061#free16-1.338962,ARP.Control.Nguyen_neg_T03000001061,7,ARP.Control.Nguyen_neg_T03000001061_Group_7
ARP.Control.Nguyen_neg_T03000001061#free16-1.701784,ARP.Control.Nguyen_neg_T03000001061,7,ARP.Control.Nguyen_neg_T03000001061_Group_7
ARP.Control.Nguyen_neg_T03000001061#free16-1.1458030,ARP.Control.Nguyen_neg_T03000001061,7,ARP.Control.Nguyen_neg_T03000001061_Group_7
ARP.Control.Nguyen_neg_T03000001061#free16-1.264182,ARP.Control.Nguyen_neg_T03000001061,6,ARP.Control.Nguyen_neg_T03000001061_Group_6
ARP.Control.Nguyen_neg_T03000001061#free16-1.682053,ARP.Control.Nguyen_neg_T03000001061,6,ARP.Control.Nguyen_neg_T03000001061_Group_6
ARP.Control.Nguyen_neg_T03000001061#free16-1.760518,ARP.Control.Nguyen_neg_T03000001061,6,ARP.Control.Nguyen_neg_T03000001061_Group_6
ARP.Control.Nguyen_neg_T03000001061#free16-1.1204626,ARP.Control.Nguyen_neg_T03000001061,5,ARP.Control.Nguyen_neg_T03000001061_Group_5
ARP.Control.Nguyen_neg_T03000001061#free16-1.157526,ARP.Control.Nguyen_neg_T03000001061,5,ARP.Control.Nguyen_neg_T03000001061_Group_5
ARP.Control.Nguyen_neg_T03000001061#free16-1.1397682,ARP.Control.Nguyen_neg_T03000001061,5,ARP.Control.Nguyen_neg_T03000001061_Group_5
ARP.Control.Nguyen_neg_T03000001061#free16-1.1145228,ARP.Control.Nguyen_neg_T03000001061,4,ARP.Control.Nguyen_neg_T03000001061_Group_4
ARP.Control.Nguyen_neg_T03000001061#free16-1.606333,ARP.Control.Nguyen_neg_T03000001061,4,ARP.Control.Nguyen_neg_T03000001061_Group_4
ARP.Control.Nguyen_neg_T03000001061#free16-1.263787,ARP.Control.Nguyen_neg_T03000001061,4,ARP.Control.Nguyen_neg_T03000001061_Group_4
ARP.Control.Nguyen_neg_T03000001061#free16-1.83171,ARP.Control.Nguyen_neg_T03000001061,3,ARP.Control.Nguyen_neg_T03000001061_Group_3
ARP.Control.Nguyen_neg_T03000001061#free16-1.1333915,ARP.Control.Nguyen_neg_T03000001061,3,ARP.Control.Nguyen_neg_T03000001061_Group_3
ARP.Control.Nguyen_neg_T03000001061#free16-1.906038,ARP.Control.Nguyen_neg_T03000001061,3,ARP.Control.Nguyen_neg_T03000001061_Group_3
ARP.Control.Nguyen_neg_T03000001061#free16-1.1584778,ARP.Control.Nguyen_neg_T03000001061,2,ARP.Control.Nguyen_neg_T03000001061_Group_2
ARP.Control.Nguyen_neg_T03000001061#free16-1.208853,ARP.Control.Nguyen_neg_T03000001061,2,ARP.Control.Nguyen_neg_T03000001061_Group_2
ARP.Control.Nguyen_neg_T03000001061#free16-1.749044,ARP.Control.Nguyen_neg_T03000001061,2,ARP.Control.Nguyen_neg_T03000001061_Group_2
ARP.Control.Nguyen_neg_T03000001061#free16-1.1101524,ARP.Control.Nguyen_neg_T03000001061,1,ARP.Control.Nguyen_neg_T03000001061_Group_1
ARP.Control.Nguyen_neg_T03000001061#free16-1.1553194,ARP.Control.Nguyen_neg_T03000001061,1,ARP.Control.Nguyen_neg_T03000001061_Group_1
ARP.Control.Nguyen_neg_T03000001061#free16-1.1442473,ARP.Control.Nguyen_neg_T03000001061,1,ARP.Control.Nguyen_neg_T03000001061_Group_1
ARP.Control.Nguyen_neg_T03000001061#free16-1.1325528,ARP.Control.Nguyen_neg_T03000001061,1,ARP.Control.Nguyen_neg_T03000001061_Group_1
ARP.Control.Nguyen_neg_T03000001872#free16-1.69852,ARP.Control.Nguyen_neg_T03000001872,10,ARP.Control.Nguyen_neg_T03000001872_Group_10
ARP.Control.Nguyen_neg_T03000001872#free16-1.967805,ARP.Control.Nguyen_neg_T03000001872,10,ARP.Control.Nguyen_neg_T03000001872_Group_10
ARP.Control.Nguyen_neg_T03000001872#free16-1.725506,ARP.Control.Nguyen_neg_T03000001872,10,ARP.Control.Nguyen_neg_T03000001872_Group_10
ARP.Control.Nguyen_neg_T03000001872#free16-1.1008287,ARP.Control.Nguyen_neg_T03000001872,10,ARP.Control.Nguyen_neg_T03000001872_Group_10
ARP.Control.Nguyen_neg_T03000001872#free16-1.1150048,ARP.Control.Nguyen_neg_T03000001872,9,ARP.Control.Nguyen_neg_T03000001872_Group_9
ARP.Control.Nguyen_neg_T03000001872#free16-1.967554,ARP.Control.Nguyen_neg_T03000001872,9,ARP.Control.Nguyen_neg_T03000001872_Group_9
ARP.Control.Nguyen_neg_T03000001872#free16-1.154461,ARP.Control.Nguyen_neg_T03000001872,9,ARP.Control.Nguyen_neg_T03000001872_Group_9
ARP.Control.Nguyen_neg_T03000001872#free16-1.719282,ARP.Control.Nguyen_neg_T03000001872,8,ARP.Control.Nguyen_neg_T03000001872_Group_8
ARP.Control.Nguyen_neg_T03000001872#free16-1.258170,ARP.Control.Nguyen_neg_T03000001872,8,ARP.Control.Nguyen_neg_T03000001872_Group_8
ARP.Control.Nguyen_neg_T03000001872#free16-1.1618611,ARP.Control.Nguyen_neg_T03000001872,8,ARP.Control.Nguyen_neg_T03000001872_Group_8
ARP.Control.Nguyen_neg_T03000001872#free16-1.1224119,ARP.Control.Nguyen_neg_T03000001872,7,ARP.Control.Nguyen_neg_T03000001872_Group_7
ARP.Control.Nguyen_neg_T03000001872#free16-1.1161319,ARP.Control.Nguyen_neg_T03000001872,7,ARP.Control.Nguyen_neg_T03000001872_Group_7
ARP.Control.Nguyen_neg_T03000001872#free16-1.839077,ARP.Control.Nguyen_neg_T03000001872,7,ARP.Control.Nguyen_neg_T03000001872_Group_7
ARP.Control.Nguyen_neg_T03000001872#free16-1.501036,ARP.Control.Nguyen_neg_T03000001872,6,ARP.Control.Nguyen_neg_T03000001872_Group_6
ARP.Control.Nguyen_neg_T03000001872#free16-1.395236,ARP.Control.Nguyen_neg_T03000001872,6,ARP.Control.Nguyen_neg_T03000001872_Group_6
ARP.Control.Nguyen_neg_T03000001872#free16-1.989651,ARP.Control.Nguyen_neg_T03000001872,6,ARP.Control.Nguyen_neg_T03000001872_Group_6
ARP.Control.Nguyen_neg_T03000001872#free16-1.1294033,ARP.Control.Nguyen_neg_T03000001872,5,ARP.Control.Nguyen_neg_T03000001872_Group_5
ARP.Control.Nguyen_neg_T03000001872#free16-1.1595611,ARP.Control.Nguyen_neg_T03000001872,5,ARP.Control.Nguyen_neg_T03000001872_Group_5
ARP.Control.Nguyen_neg_T03000001872#free16-1.211471,ARP.Control.Nguyen_neg_T03000001872,5,ARP.Control.Nguyen_neg_T03000001872_Group_5
ARP.Control.Nguyen_neg_T03000001872#free16-1.1212989,ARP.Control.Nguyen_neg_T03000001872,4,ARP.Control.Nguyen_neg_T03000001872_Group_4
ARP.Control.Nguyen_neg_T03000001872#free16-1.377379,ARP.Control.Nguyen_neg_T03000001872,4,ARP.Control.Nguyen_neg_T03000001872_Group_4
ARP.Control.Nguyen_neg_T03000001872#free16-1.892674,ARP.Control.Nguyen_neg_T03000001872,4,ARP.Control.Nguyen_neg_T03000001872_Group_4
ARP.Control.Nguyen_neg_T03000001872#free16-1.1488416,ARP.Control.Nguyen_neg_T03000001872,3,ARP.Control.Nguyen_neg_T03000001872_Group_3
ARP.Control.Nguyen_neg_T03000001872#free16-1.752667,ARP.Control.Nguyen_neg_T03000001872,3,ARP.Control.Nguyen_neg_T03000001872_Group_3
ARP.Control.Nguyen_neg_T03000001872#free16-1.587073,ARP.Control.Nguyen_neg_T03000001872,3,ARP.Control.Nguyen_neg_T03000001872_Group_3
ARP.Control.Nguyen_neg_T03000001872#free16-1.607978,ARP.Control.Nguyen_neg_T03000001872,2,ARP.Control.Nguyen_neg_T03000001872_Group_2
ARP.Control.Nguyen_neg_T03000001872#free16-1.1292092,ARP.Control.Nguyen_neg_T03000001872,2,ARP.Control.Nguyen_neg_T03000001872_Group_2
ARP.Control.Nguyen_neg_T03000001872#free16-1.1222065,ARP.Control.Nguyen_neg_T03000001872,2,ARP.Control.Nguyen_neg_T03000001872_Group_2
ARP.Control.Nguyen_neg_T03000001872#free16-1.178251,ARP.Control.Nguyen_neg_T03000001872,1,ARP.Control.Nguyen_neg_T03000001872_Group_1
ARP.Control.Nguyen_neg_T03000001872#free16-1.342708,ARP.Control.Nguyen_neg_T03000001872,1,ARP.Control.Nguyen_neg_T03000001872_Group_1
ARP.Control.Nguyen_neg_T03000001872#free16-1.1306920,ARP.Control.Nguyen_neg_T03000001872,1,ARP.Control.Nguyen_neg_T03000001872_Group_1
ARP.Control.Nguyen_neg_T03000001872#free16-1.872673,ARP.Control.Nguyen_neg_T03000001872,1,ARP.Control.Nguyen_neg_T03000001872_Group_1
ARP.Control.Nguyen_neg_T03000002350#free16-1.1617033,ARP.Control.Nguyen_neg_T03000002350,10,ARP.Control.Nguyen_neg_T03000002350_Group_10
ARP.Control.Nguyen_neg_T03000002350#free16-1.1196145,ARP.Control.Nguyen_neg_T03000002350,10,ARP.Control.Nguyen_neg_T03000002350_Group_10
ARP.Control.Nguyen_neg_T03000002350#free16-1.142444,ARP.Control.Nguyen_neg_T03000002350,10,ARP.Control.Nguyen_neg_T03000002350_Group_10
ARP.Control.Nguyen_neg_T03000002350#free16-1.1533013,ARP.Control.Nguyen_neg_T03000002350,10,ARP.Control.Nguyen_neg_T03000002350_Group_10
ARP.Control.Nguyen_neg_T03000002350#free16-1.1239476,ARP.Control.Nguyen_neg_T03000002350,9,ARP.Control.Nguyen_neg_T03000002350_Group_9
ARP.Control.Nguyen_neg_T03000002350#free16-1.124658,ARP.Control.Nguyen_neg_T03000002350,9,ARP.Control.Nguyen_neg_T03000002350_Group_9
ARP.Control.Nguyen_neg_T03000002350#free16-1.390374,ARP.Control.Nguyen_neg_T03000002350,9,ARP.Control.Nguyen_neg_T03000002350_Group_9
ARP.Control.Nguyen_neg_T03000002350#free16-1.699790,ARP.Control.Nguyen_neg_T03000002350,8,ARP.Control.Nguyen_neg_T03000002350_Group_8
ARP.Control.Nguyen_neg_T03000002350#free16-1.961881,ARP.Control.Nguyen_neg_T03000002350,8,ARP.Control.Nguyen_neg_T03000002350_Group_8
ARP.Control.Nguyen_neg_T03000002350#free16-1.1570169,ARP.Control.Nguyen_neg_T03000002350,8,ARP.Control.Nguyen_neg_T03000002350_Group_8
ARP.Control.Nguyen_neg_T03000002350#free16-1.482676,ARP.Control.Nguyen_neg_T03000002350,7,ARP.Control.Nguyen_neg_T03000002350_Group_7
ARP.Control.Nguyen_neg_T03000002350#free16-1.173107,ARP.Control.Nguyen_neg_T03000002350,7,ARP.Control.Nguyen_neg_T03000002350_Group_7
ARP.Control.Nguyen_neg_T03000002350#free16-1.371034,ARP.Control.Nguyen_neg_T03000002350,7,ARP.Control.Nguyen_neg_T03000002350_Group_7
ARP.Control.Nguyen_neg_T03000002350#free16-1.837307,ARP.Control.Nguyen_neg_T03000002350,6,ARP.Control.Nguyen_neg_T03000002350_Group_6
ARP.Control.Nguyen_neg_T03000002350#free16-1.747286,ARP.Control.Nguyen_neg_T03000002350,6,ARP.Control.Nguyen_neg_T03000002350_Group_6
ARP.Control.Nguyen_neg_T03000002350#free16-1.242137,ARP.Control.Nguyen_neg_T03000002350,6,ARP.Control.Nguyen_neg_T03000002350_Group_6
ARP.Control.Nguyen_neg_T03000002350#free16-1.1591079,ARP.Control.Nguyen_neg_T03000002350,5,ARP.Control.Nguyen_neg_T03000002350_Group_5
ARP.Control.Nguyen_neg_T03000002350#free16-1.1556193,ARP.Control.Nguyen_neg_T03000002350,5,ARP.Control.Nguyen_neg_T03000002350_Group_5
ARP.Control.Nguyen_neg_T03000002350#free16-1.1527615,ARP.Control.Nguyen_neg_T03000002350,5,ARP.Control.Nguyen_neg_T03000002350_Group_5
ARP.Control.Nguyen_neg_T03000002350#free16-1.224139,ARP.Control.Nguyen_neg_T03000002350,4,ARP.Control.Nguyen_neg_T03000002350_Group_4
ARP.Control.Nguyen_neg_T03000002350#free16-1.939306,ARP.Control.Nguyen_neg_T03000002350,4,ARP.Control.Nguyen_neg_T03000002350_Group_4
ARP.Control.Nguyen_neg_T03000002350#free16-1.250527,ARP.Control.Nguyen_neg_T03000002350,4,ARP.Control.Nguyen_neg_T03000002350_Group_4
ARP.Control.Nguyen_neg_T03000002350#free16-1.1020311,ARP.Control.Nguyen_neg_T03000002350,3,ARP.Control.Nguyen_neg_T03000002350_Group_3
ARP.Control.Nguyen_neg_T03000002350#free16-1.100947,ARP.Control.Nguyen_neg_T03000002350,3,ARP.Control.Nguyen_neg_T03000002350_Group_3
ARP.Control.Nguyen_neg_T03000002350#free16-1.1083231,ARP.Control.Nguyen_neg_T03000002350,3,ARP.Control.Nguyen_neg_T03000002350_Group_3
ARP.Control.Nguyen_neg_T03000002350#free16-1.271275,ARP.Control.Nguyen_neg_T03000002350,2,ARP.Control.Nguyen_neg_T03000002350_Group_2
ARP.Control.Nguyen_neg_T03000002350#free16-1.834755,ARP.Control.Nguyen_neg_T03000002350,2,ARP.Control.Nguyen_neg_T03000002350_Group_2
ARP.Control.Nguyen_neg_T03000002350#free16-1.964994,ARP.Control.Nguyen_neg_T03000002350,2,ARP.Control.Nguyen_neg_T03000002350_Group_2
ARP.Control.Nguyen_neg_T03000002350#free16-1.358358,ARP.Control.Nguyen_neg_T03000002350,1,ARP.Control.Nguyen_neg_T03000002350_Group_1
ARP.Control.Nguyen_neg_T03000002350#free16-1.1113942,ARP.Control.Nguyen_neg_T03000002350,1,ARP.Control.Nguyen_neg_T03000002350_Group_1
ARP.Control.Nguyen_neg_T03000002350#free16-1.853409,ARP.Control.Nguyen_neg_T03000002350,1,ARP.Control.Nguyen_neg_T03000002350_Group_1
ARP.Control.Nguyen_neg_T03000002350#free16-1.457454,ARP.Control.Nguyen_neg_T03000002350,1,ARP.Control.Nguyen_neg_T03000002350_Group_1
ARP.Control.Nguyen_neg_T03000006478#free16-1.1119318,ARP.Control.Nguyen_neg_T03000006478,10,ARP.Control.Nguyen_neg_T03000006478_Group_10
ARP.Control.Nguyen_neg_T03000006478#free16-1.313408,ARP.Control.Nguyen_neg_T03000006478,10,ARP.Control.Nguyen_neg_T03000006478_Group_10
ARP.Control.Nguyen_neg_T03000006478#free16-1.154992,ARP.Control.Nguyen_neg_T03000006478,10,ARP.Control.Nguyen_neg_T03000006478_Group_10
ARP.Control.Nguyen_neg_T03000006478#free16-1.90415,ARP.Control.Nguyen_neg_T03000006478,10,ARP.Control.Nguyen_neg_T03000006478_Group_10
ARP.Control.Nguyen_neg_T03000006478#free16-1.862097,ARP.Control.Nguyen_neg_T03000006478,9,ARP.Control.Nguyen_neg_T03000006478_Group_9
ARP.Control.Nguyen_neg_T03000006478#free16-1.1544357,ARP.Control.Nguyen_neg_T03000006478,9,ARP.Control.Nguyen_neg_T03000006478_Group_9
ARP.Control.Nguyen_neg_T03000006478#free16-1.1535540,ARP.Control.Nguyen_neg_T03000006478,9,ARP.Control.Nguyen_neg_T03000006478_Group_9
ARP.Control.Nguyen_neg_T03000006478#free16-1.523663,ARP.Control.Nguyen_neg_T03000006478,8,ARP.Control.Nguyen_neg_T03000006478_Group_8
ARP.Control.Nguyen_neg_T03000006478#free16-1.1328162,ARP.Control.Nguyen_neg_T03000006478,8,ARP.Control.Nguyen_neg_T03000006478_Group_8
ARP.Control.Nguyen_neg_T03000006478#free16-1.1142251,ARP.Control.Nguyen_neg_T03000006478,8,ARP.Control.Nguyen_neg_T03000006478_Group_8
ARP.Control.Nguyen_neg_T03000006478#free16-1.1442669,ARP.Control.Nguyen_neg_T03000006478,7,ARP.Control.Nguyen_neg_T03000006478_Group_7
ARP.Control.Nguyen_neg_T03000006478#free16-1.475931,ARP.Control.Nguyen_neg_T03000006478,7,ARP.Control.Nguyen_neg_T03000006478_Group_7
ARP.Control.Nguyen_neg_T03000006478#free16-1.1227345,ARP.Control.Nguyen_neg_T03000006478,7,ARP.Control.Nguyen_neg_T03000006478_Group_7
ARP.Control.Nguyen_neg_T03000006478#free16-1.1634467,ARP.Control.Nguyen_neg_T03000006478,6,ARP.Control.Nguyen_neg_T03000006478_Group_6
ARP.Control.Nguyen_neg_T03000006478#free16-1.581682,ARP.Control.Nguyen_neg_T03000006478,6,ARP.Control.Nguyen_neg_T03000006478_Group_6
ARP.Control.Nguyen_neg_T03000006478#free16-1.423287,ARP.Control.Nguyen_neg_T03000006478,6,ARP.Control.Nguyen_neg_T03000006478_Group_6
ARP.Control.Nguyen_neg_T03000006478#free16-1.1140257,ARP.Control.Nguyen_neg_T03000006478,5,ARP.Control.Nguyen_neg_T03000006478_Group_5
ARP.Control.Nguyen_neg_T03000006478#free16-1.1571857,ARP.Control.Nguyen_neg_T03000006478,5,ARP.Control.Nguyen_neg_T03000006478_Group_5
ARP.Control.Nguyen_neg_T03000006478#free16-1.1163848,ARP.Control.Nguyen_neg_T03000006478,5,ARP.Control.Nguyen_neg_T03000006478_Group_5
ARP.Control.Nguyen_neg_T03000006478#free16-1.43415,ARP.Control.Nguyen_neg_T03000006478,4,ARP.Control.Nguyen_neg_T03000006478_Group_4
ARP.Control.Nguyen_neg_T03000006478#free16-1.668237,ARP.Control.Nguyen_neg_T03000006478,4,ARP.Control.Nguyen_neg_T03000006478_Group_4
ARP.Control.Nguyen_neg_T03000006478#free16-1.1197031,ARP.Control.Nguyen_neg_T03000006478,4,ARP.Control.Nguyen_neg_T03000006478_Group_4
ARP.Control.Nguyen_neg_T03000006478#free16-1.1060612,ARP.Control.Nguyen_neg_T03000006478,3,ARP.Control.Nguyen_neg_T03000006478_Group_3
ARP.Control.Nguyen_neg_T03000006478#free16-1.1505397,ARP.Control.Nguyen_neg_T03000006478,3,ARP.Control.Nguyen_neg_T03000006478_Group_3
ARP.Control.Nguyen_neg_T03000006478#free16-1.1126036,ARP.Control.Nguyen_neg_T03000006478,3,ARP.Control.Nguyen_neg_T03000006478_Group_3
ARP.Control.Nguyen_neg_T03000006478#free16-1.1616795,ARP.Control.Nguyen_neg_T03000006478,2,ARP.Control.Nguyen_neg_T03000006478_Group_2
ARP.Control.Nguyen_neg_T03000006478#free16-1.1217488,ARP.Control.Nguyen_neg_T03000006478,2,ARP.Control.Nguyen_neg_T03000006478_Group_2
ARP.Control.Nguyen_neg_T03000006478#free16-1.96316,ARP.Control.Nguyen_neg_T03000006478,2,ARP.Control.Nguyen_neg_T03000006478_Group_2
ARP.Control.Nguyen_neg_T03000006478#free16-1.1522840,ARP.Control.Nguyen_neg_T03000006478,1,ARP.Control.Nguyen_neg_T03000006478_Group_1
ARP.Control.Nguyen_neg_T03000006478#free16-1.423751,ARP.Control.Nguyen_neg_T03000006478,1,ARP.Control.Nguyen_neg_T03000006478_Group_1
ARP.Control.Nguyen_neg_T03000006478#free16-1.360090,ARP.Control.Nguyen_neg_T03000006478,1,ARP.Control.Nguyen_neg_T03000006478_Group_1
ARP.Control.Nguyen_neg_T03000006478#free16-1.1482034,ARP.Control.Nguyen_neg_T03000006478,1,ARP.Control.Nguyen_neg_T03000006478_Group_1
ARP.Control.Nguyen_neg_T03000008079#free16-1.1240216,ARP.Control.Nguyen_neg_T03000008079,10,ARP.Control.Nguyen_neg_T03000008079_Group_10
ARP.Control.Nguyen_neg_T03000008079#free16-1.53716,ARP.Control.Nguyen_neg_T03000008079,10,ARP.Control.Nguyen_neg_T03000008079_Group_10
ARP.Control.Nguyen_neg_T03000008079#free16-1.106404,ARP.Control.Nguyen_neg_T03000008079,10,ARP.Control.Nguyen_neg_T03000008079_Group_10
ARP.Control.Nguyen_neg_T03000008079#free16-1.41798,ARP.Control.Nguyen_neg_T03000008079,9,ARP.Control.Nguyen_neg_T03000008079_Group_9
ARP.Control.Nguyen_neg_T03000008079#free16-1.1486022,ARP.Control.Nguyen_neg_T03000008079,9,ARP.Control.Nguyen_neg_T03000008079_Group_9
ARP.Control.Nguyen_neg_T03000008079#free16-1.1092191,ARP.Control.Nguyen_neg_T03000008079,9,ARP.Control.Nguyen_neg_T03000008079_Group_9
ARP.Control.Nguyen_neg_T03000008079#free16-1.820975,ARP.Control.Nguyen_neg_T03000008079,8,ARP.Control.Nguyen_neg_T03000008079_Group_8
ARP.Control.Nguyen_neg_T03000008079#free16-1.1155652,ARP.Control.Nguyen_neg_T03000008079,8,ARP.Control.Nguyen_neg_T03000008079_Group_8
ARP.Control.Nguyen_neg_T03000008079#free16-1.681582,ARP.Control.Nguyen_neg_T03000008079,8,ARP.Control.Nguyen_neg_T03000008079_Group_8
ARP.Control.Nguyen_neg_T03000008079#free16-1.685441,ARP.Control.Nguyen_neg_T03000008079,7,ARP.Control.Nguyen_neg_T03000008079_Group_7
ARP.Control.Nguyen_neg_T03000008079#free16-1.1081536,ARP.Control.Nguyen_neg_T03000008079,7,ARP.Control.Nguyen_neg_T03000008079_Group_7
ARP.Control.Nguyen_neg_T03000008079#free16-1.1595109,ARP.Control.Nguyen_neg_T03000008079,7,ARP.Control.Nguyen_neg_T03000008079_Group_7
ARP.Control.Nguyen_neg_T03000008079#free16-1.720888,ARP.Control.Nguyen_neg_T03000008079,6,ARP.Control.Nguyen_neg_T03000008079_Group_6
ARP.Control.Nguyen_neg_T03000008079#free16-1.760922,ARP.Control.Nguyen_neg_T03000008079,6,ARP.Control.Nguyen_neg_T03000008079_Group_6
ARP.Control.Nguyen_neg_T03000008079#free16-1.30228,ARP.Control.Nguyen_neg_T03000008079,6,ARP.Control.Nguyen_neg_T03000008079_Group_6
ARP.Control.Nguyen_neg_T03000008079#free16-1.773932,ARP.Control.Nguyen_neg_T03000008079,5,ARP.Control.Nguyen_neg_T03000008079_Group_5
ARP.Control.Nguyen_neg_T03000008079#free16-1.974674,ARP.Control.Nguyen_neg_T03000008079,5,ARP.Control.Nguyen_neg_T03000008079_Group_5
ARP.Control.Nguyen_neg_T03000008079#free16-1.596774,ARP.Control.Nguyen_neg_T03000008079,5,ARP.Control.Nguyen_neg_T03000008079_Group_5
ARP.Control.Nguyen_neg_T03000008079#free16-1.60744,ARP.Control.Nguyen_neg_T03000008079,4,ARP.Control.Nguyen_neg_T03000008079_Group_4
ARP.Control.Nguyen_neg_T03000008079#free16-1.765593,ARP.Control.Nguyen_neg_T03000008079,4,ARP.Control.Nguyen_neg_T03000008079_Group_4
ARP.Control.Nguyen_neg_T03000008079#free16-1.794289,ARP.Control.Nguyen_neg_T03000008079,4,ARP.Control.Nguyen_neg_T03000008079_Group_4
ARP.Control.Nguyen_neg_T03000008079#free16-1.432667,ARP.Control.Nguyen_neg_T03000008079,3,ARP.Control.Nguyen_neg_T03000008079_Group_3
ARP.Control.Nguyen_neg_T03000008079#free16-1.1287682,ARP.Control.Nguyen_neg_T03000008079,3,ARP.Control.Nguyen_neg_T03000008079_Group_3
ARP.Control.Nguyen_neg_T03000008079#free16-1.539456,ARP.Control.Nguyen_neg_T03000008079,3,ARP.Control.Nguyen_neg_T03000008079_Group_3
ARP.Control.Nguyen_neg_T03000008079#free16-1.1203354,ARP.Control.Nguyen_neg_T03000008079,2,ARP.Control.Nguyen_neg_T03000008079_Group_2
ARP.Control.Nguyen_neg_T03000008079#free16-1.896873,ARP.Control.Nguyen_neg_T03000008079,2,ARP.Control.Nguyen_neg_T03000008079_Group_2
ARP.Control.Nguyen_neg_T03000008079#free16-1.482385,ARP.Control.Nguyen_neg_T03000008079,1,ARP.Control.Nguyen_neg_T03000008079_Group_1
ARP.Control.Nguyen_neg_T03000008079#free16-1.771133,ARP.Control.Nguyen_neg_T03000008079,2,ARP.Control.Nguyen_neg_T03000008079_Group_2
ARP.Control.Nguyen_neg_T03000008079#free16-1.1095502,ARP.Control.Nguyen_neg_T03000008079,1,ARP.Control.Nguyen_neg_T03000008079_Group_1
ARP.Control.Nguyen_neg_T03000008079#free16-1.1486845,ARP.Control.Nguyen_neg_T03000008079,1,ARP.Control.Nguyen_neg_T03000008079_Group_1
ARP.Control.Nguyen_neg_T03000008079#free16-1.682804,ARP.Control.Nguyen_neg_T03000008079,1,ARP.Control.Nguyen_neg_T03000008079_Group_1
ARP.Control.Nguyen_neg_T03000009050#free16-1.1522618,ARP.Control.Nguyen_neg_T03000009050,10,ARP.Control.Nguyen_neg_T03000009050_Group_10
ARP.Control.Nguyen_neg_T03000009050#free16-1.798292,ARP.Control.Nguyen_neg_T03000009050,10,ARP.Control.Nguyen_neg_T03000009050_Group_10
ARP.Control.Nguyen_neg_T03000009050#free16-1.1150509,ARP.Control.Nguyen_neg_T03000009050,10,ARP.Control.Nguyen_neg_T03000009050_Group_10
ARP.Control.Nguyen_neg_T03000009050#free16-1.1134172,ARP.Control.Nguyen_neg_T03000009050,10,ARP.Control.Nguyen_neg_T03000009050_Group_10
ARP.Control.Nguyen_neg_T03000009050#free16-1.1420646,ARP.Control.Nguyen_neg_T03000009050,9,ARP.Control.Nguyen_neg_T03000009050_Group_9
ARP.Control.Nguyen_neg_T03000009050#free16-1.1311875,ARP.Control.Nguyen_neg_T03000009050,9,ARP.Control.Nguyen_neg_T03000009050_Group_9
ARP.Control.Nguyen_neg_T03000009050#free16-1.1584023,ARP.Control.Nguyen_neg_T03000009050,9,ARP.Control.Nguyen_neg_T03000009050_Group_9
ARP.Control.Nguyen_neg_T03000009050#free16-1.247790,ARP.Control.Nguyen_neg_T03000009050,8,ARP.Control.Nguyen_neg_T03000009050_Group_8
ARP.Control.Nguyen_neg_T03000009050#free16-1.413880,ARP.Control.Nguyen_neg_T03000009050,8,ARP.Control.Nguyen_neg_T03000009050_Group_8
ARP.Control.Nguyen_neg_T03000009050#free16-1.800251,ARP.Control.Nguyen_neg_T03000009050,8,ARP.Control.Nguyen_neg_T03000009050_Group_8
ARP.Control.Nguyen_neg_T03000009050#free16-1.1431522,ARP.Control.Nguyen_neg_T03000009050,7,ARP.Control.Nguyen_neg_T03000009050_Group_7
ARP.Control.Nguyen_neg_T03000009050#free16-1.678121,ARP.Control.Nguyen_neg_T03000009050,7,ARP.Control.Nguyen_neg_T03000009050_Group_7
ARP.Control.Nguyen_neg_T03000009050#free16-1.885820,ARP.Control.Nguyen_neg_T03000009050,7,ARP.Control.Nguyen_neg_T03000009050_Group_7
ARP.Control.Nguyen_neg_T03000009050#free16-1.1447118,ARP.Control.Nguyen_neg_T03000009050,6,ARP.Control.Nguyen_neg_T03000009050_Group_6
ARP.Control.Nguyen_neg_T03000009050#free16-1.157354,ARP.Control.Nguyen_neg_T03000009050,6,ARP.Control.Nguyen_neg_T03000009050_Group_6
ARP.Control.Nguyen_neg_T03000009050#free16-1.151130,ARP.Control.Nguyen_neg_T03000009050,6,ARP.Control.Nguyen_neg_T03000009050_Group_6
